Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type,Wilderness_Area,Soil_Type
2840.0,200,23,497.0,117,819,205.0,253,172,1782,Aspen,3,4
2888.0,23,7,319.0,56,800,216.0,225,145,1477,Aspen,3,11
2361.5,176,19,30.0,1,366,226.0,247,144,977,Ponderosa Pine,4,4
3255.0,71,18,180.0,40,1831,237.0,203,90,2320,Spruce/Fir,1,39
2877.0,50,15,342.0,89,1509,226.0,207,111,2839,Spruce/Fir,3,32
2888.0,48,7,319.0,56,824,223.0,225,137,1500,Aspen,3,11
2364.0,0,4,0.0,0,541,213.0,232,156,1358,Ponderosa Pine,4,16
3315.0,116,14,277.0,54,1052,244.0,226,107,1224,Krummholz,3,39
2730.0,88,7,0.0,0,488,231.0,228,129,2473,Aspen,3,17
2823.0,225,16,443.0,117,872,196.0,253,190,1831,Aspen,3,4
2888.0,47,9,319.0,62,849,223.0,221,132,1524,Aspen,3,11
2361.5,359,16,30.0,10,390,195.0,210,151,942,Ponderosa Pine,4,17
2730.0,30,8,30.0,0,514,218.0,223,140,2431,Aspen,3,17
2811.0,223,16,402.0,116,886,198.0,253,189,1873,Aspen,3,4
2389.0,141,27,30.0,5,510,247.0,221,83,1284,Ponderosa Pine,4,4
2496.0,300,13,192.0,29,30,183.0,234,191,511,Ponderosa Pine,4,6
3034.0,44,14,180.0,5,1687,222.0,209,118,1187,Spruce/Fir,3,31
2867.0,275,19,379.0,35,987,169.5,240,214,1801,Aspen,3,4
2788.0,229,13,323.0,93,912,199.0,252,188,1956,Aspen,3,4
2949.0,108,12,42.0,-3,379,240.0,226,114,1265,Spruce/Fir,1,30
2936.0,92,16,60.0,-9,323,244.0,213,93,1209,Spruce/Fir,1,30
2799.0,83,10,150.0,26,828,235.0,222,119,2694,Lodgepole Pine,3,11
2759.0,54,6,0.0,0,671,224.0,226,137,2509,Aspen,3,17
3348.0,23,23,390.0,117,2059,199.0,186,112,2067,Spruce/Fir,1,39
2764.0,37,2,0.0,0,726,219.0,234,151,2527,Aspen,3,17
2748.0,191,21,170.0,50,875,215.0,251,161,1984,Aspen,3,4
2681.0,133,9,309.0,73,499,235.0,236,131,153,Ponderosa Pine,3,4
2474.0,272,16,242.0,60,180,177.0,243,205,700,Ponderosa Pine,4,10
2751.0,237,16,190.0,56,939,191.0,252,196,1926,Aspen,3,4
2805.0,31,10,313.0,17,1032,218.0,219,136,1230,Spruce/Fir,3,11
2731.0,102,15,371.0,-10,721,243.0,220,102,360,Douglas-fir,3,4
2699.0,143,11,430.0,-24,671,236.0,238,130,180,Ponderosa Pine,3,4
2537.0,340,12,324.0,68,60,195.0,223,166,540,Lodgepole Pine,4,6
3389.5,36,25,750.0,117,2420,209.0,186,89,1806,Spruce/Fir,1,40
3077.0,68,18,268.0,1,1831,236.0,201,90,1015,Spruce/Fir,3,31
2931.0,53,10,350.0,57,1900,226.0,218,126,2554,Lodgepole Pine,3,32
2778.0,77,11,30.0,5,841,234.0,219,115,2567,Aspen,3,17
2835.0,216,20,309.0,117,1100,195.0,254,189,1825,Aspen,3,4
2738.0,91,14,335.0,-3,752,241.0,218,104,391,Douglas-fir,3,4
2707.0,82,11,379.0,-17,725,235.0,220,115,242,Douglas-fir,3,4
2695.0,111,11,402.0,-27,698,238.0,229,119,182,Douglas-fir,3,4
2685.0,130,11,430.0,-35,674,238.0,234,125,124,Douglas-fir,3,4
2436.0,295,20,108.0,22,306,169.5,231,208,828,Ponderosa Pine,4,10
3339.0,142,8,134.0,13,1293,232.0,238,138,1560,Spruce/Fir,3,39
3148.0,27,12,162.0,13,1746,215.0,215,135,700,Spruce/Fir,3,31
2814.0,205,20,256.0,117,1100,203.0,254,178,1806,Aspen,3,4
2826.0,52,13,339.0,38,1090,226.0,211,116,1381,Lodgepole Pine,3,11
3259.0,285,17,150.0,38,3878,171.0,238,206,1392,Krummholz,1,29
3082.0,288,12,319.0,77,2576,186.0,239,192,1741,Lodgepole Pine,3,32
2787.0,63,8,0.0,0,907,228.0,223,128,2547,Aspen,3,17
2732.0,52,8,0.0,0,760,225.0,223,132,2114,Aspen,3,17
2729.0,39,10,0.0,0,765,221.0,219,132,2097,Aspen,3,17
2720.0,216,18,90.0,25,997,198.0,254,187,1861,Aspen,3,4
2806.0,200,25,242.0,117,1140,202.0,252,172,1771,Aspen,3,4
2806.0,90,4,247.0,23,940,226.0,233,143,845,Ponderosa Pine,3,2
2706.0,59,17,335.0,-15,765,230.0,203,101,228,Lodgepole Pine,3,10
2688.0,52,11,376.0,-28,731,226.0,215,122,150,Lodgepole Pine,3,10
2649.0,141,10,376.0,45,573,235.0,238,133,175,Douglas-fir,3,4
3218.0,353,27,339.0,93,4412,169.5,186,149,1544,Spruce/Fir,1,38
2918.0,39,9,30.0,9,2010,221.0,219,133,2116,Spruce/Fir,3,23
2702.0,212,15,42.0,7,984,206.0,253,179,1855,Spruce/Fir,3,4
3219.0,30,20,108.0,41,4176,209.0,191,110,1405,Krummholz,1,38
3094.0,2,7,212.0,33,2408,210.0,226,154,2084,Lodgepole Pine,3,32
3015.0,4,7,30.0,0,1980,211.0,226,153,3097,Lodgepole Pine,3,31
2954.0,47,8,335.0,73,2029,223.0,222,133,2497,Lodgepole Pine,3,32
2797.0,85,8,30.0,4,990,232.0,227,128,2551,Aspen,3,11
2520.0,36,14,420.0,117,876,218.0,207,122,1368,Ponderosa Pine,4,10
2468.0,23,27,134.0,77,569,193.0,186,102,1087,Ponderosa Pine,4,10
2452.0,305,27,90.0,38,350,169.5,210,215,914,Ponderosa Pine,4,10
2925.0,349,8,0.0,0,2070,205.0,226,160,2135,Spruce/Fir,3,23
2919.0,111,6,454.0,117,1200,230.0,234,137,1766,Lodgepole Pine,3,11
2733.0,63,11,228.0,12,872,230.0,218,120,324,Lodgepole Pine,3,10
3247.0,288,21,30.0,11,3985,169.5,233,215,1283,Krummholz,1,38
3069.0,95,27,212.0,-43,570,251.0,186,64,1544,Spruce/Fir,1,29
3101.0,108,5,376.0,24,2620,229.0,234,138,1889,Spruce/Fir,3,32
2765.0,203,25,170.0,82,1275,198.0,252,176,1642,Aspen,3,4
2739.0,203,26,127.0,58,1328,197.0,252,176,1583,Aspen,3,4
2539.0,19,9,488.0,117,987,214.0,220,143,1262,Ponderosa Pine,4,10
2779.0,39,7,0.0,0,972,221.0,225,140,2143,Aspen,3,17
2770.0,171,13,30.0,5,1158,229.0,245,146,949,Ponderosa Pine,3,2
3313.0,164,7,182.0,17,3900,227.0,242,149,2442,Krummholz,1,38
3085.0,122,12,306.0,47,693,240.0,230,118,1643,Spruce/Fir,1,29
2734.0,135,10,30.0,-1,1092,236.0,236,130,711,Ponderosa Pine,3,11
3067.0,153,1,150.0,-1,2343,220.0,238,155,2028,Lodgepole Pine,3,32
2759.0,135,7,0.0,0,1207,231.0,237,138,942,Aspen,3,11
2657.0,135,17,458.0,69,661,244.0,231,110,469,Ponderosa Pine,3,2
2950.0,25,15,30.0,9,2280,212.0,207,129,2133,Spruce/Fir,3,23
2901.0,166,9,518.0,113,1410,228.0,244,148,1624,Lodgepole Pine,3,11
2783.0,42,11,60.0,2,1292,222.0,216,128,1120,Lodgepole Pine,3,11
3306.0,87,5,85.0,4,3833,227.0,232,140,2348,Krummholz,1,38
3183.0,96,27,426.0,117,1031,251.0,186,64,1846,Spruce/Fir,1,29
2881.0,352,12,216.0,-2,1549,199.0,220,158,2835,Lodgepole Pine,3,11
3285.0,57,10,0.0,0,3877,227.0,219,125,2148,Krummholz,1,38
2552.0,23,8,30.0,1,331,216.0,223,144,1226,Douglas-fir,3,17
2541.0,103,8,0.0,0,212,233.0,230,130,1338,Douglas-fir,3,17
3389.5,69,19,67.0,8,3654,236.0,198,85,2735,Krummholz,1,40
3235.0,36,11,30.0,0,3985,219.0,216,131,1848,Krummholz,1,38
3202.0,292,4,0.0,0,4157,207.0,239,170,1556,Krummholz,1,23
2675.0,91,10,0.0,0,1450,236.0,224,119,1414,Aspen,3,10
2583.0,16,4,362.0,22,488,216.0,231,152,768,Aspen,3,17
3242.0,318,21,150.0,40,4186,169.5,215,193,1403,Krummholz,1,38
2684.0,207,8,0.0,0,1146,215.0,247,168,579,Aspen,3,2
2539.0,34,10,60.0,4,150,219.0,218,134,1482,Douglas-fir,3,10
3336.0,42,18,0.0,0,3644,220.0,199,108,2423,Krummholz,1,37
3330.0,23,17,0.0,0,3653,208.0,202,127,2395,Krummholz,1,37
3120.0,343,10,309.0,46,2030,200.0,225,163,2419,Lodgepole Pine,3,32
2707.0,114,16,30.0,8,1441,246.0,222,99,1383,Aspen,3,4
2689.0,12,18,67.0,7,1542,200.0,202,135,1319,Aspen,3,10
3362.0,108,6,541.0,77,1800,231.0,233,136,1909,Spruce/Fir,1,38
2732.0,150,23,42.0,15,1396,242.0,232,106,1425,Aspen,3,4
2591.0,19,21,153.0,43,350,199.0,190,121,1315,Douglas-fir,3,10
2557.0,37,18,95.0,24,216,216.0,197,110,1477,Douglas-fir,3,10
3366.0,62,18,42.0,7,3560,233.0,199,92,2486,Krummholz,1,37
2605.0,51,6,459.0,-34,743,223.0,226,138,741,Aspen,3,17
2599.0,20,23,180.0,51,342,198.0,186,116,1355,Douglas-fir,3,10
3389.5,217,26,430.0,110,3591,182.0,253,196,854,Spruce/Fir,1,39
3308.0,99,16,395.0,23,1579,244.0,217,98,2093,Spruce/Fir,1,38
3104.0,139,9,134.0,23,1507,234.0,237,134,2984,Spruce/Fir,3,23
2614.0,61,10,395.0,-25,807,228.0,220,124,738,Aspen,3,17
2632.0,340,13,382.0,73,579,192.0,221,167,977,Ponderosa Pine,3,11
3355.0,217,10,297.0,38,3773,209.0,250,176,785,Spruce/Fir,1,39
2734.0,347,19,108.0,28,1590,180.0,206,162,1237,Aspen,3,10
2633.0,135,7,182.0,-6,990,231.0,237,138,700,Aspen,3,2
3371.0,358,8,85.0,16,3510,208.0,225,155,2343,Krummholz,1,35
2632.0,344,3,240.0,-7,960,213.0,234,159,742,Aspen,3,17
2644.0,0,8,362.0,91,607,208.0,225,154,1106,Ponderosa Pine,3,2
2867.0,56,21,120.0,2,170,229.0,190,84,859,Spruce/Fir,1,29
2763.0,105,8,0.0,0,1410,234.0,230,128,1682,Aspen,3,17
2727.0,355,11,67.0,9,1544,202.0,221,156,1282,Aspen,3,10
2732.0,328,16,95.0,16,1570,181.0,220,178,1250,Aspen,3,10
2573.0,58,23,108.0,37,335,229.0,186,75,1597,Douglas-fir,3,10
2562.0,58,22,85.0,26,331,230.0,187,79,1624,Douglas-fir,3,10
2543.0,61,17,42.0,10,331,232.0,202,96,1668,Douglas-fir,3,10
2975.0,39,23,120.0,-3,443,214.0,186,94,1123,Spruce/Fir,1,29
2636.0,319,5,210.0,-3,1022,208.0,235,167,794,Aspen,3,17
2648.0,344,6,488.0,89,702,208.0,230,161,1041,Ponderosa Pine,3,2
2646.0,49,13,283.0,110,433,225.0,211,118,1456,Douglas-fir,3,2
2569.0,57,23,108.0,33,361,229.0,186,77,1638,Douglas-fir,3,10
3110.0,90,4,192.0,41,1320,226.0,233,143,2947,Lodgepole Pine,3,31
2737.0,348,10,124.0,10,1599,201.0,223,161,1231,Aspen,3,10
2623.0,163,13,0.0,0,1231,232.0,243,140,815,Aspen,3,2
2576.0,54,23,127.0,43,391,227.0,186,78,1652,Douglas-fir,3,10
2566.0,52,23,108.0,33,390,225.0,186,81,1640,Douglas-fir,3,10
3382.0,0,5,150.0,13,3406,212.0,230,156,2279,Krummholz,1,35
3389.5,102,20,762.5,117,2613,249.0,210,81,1129,Spruce/Fir,1,40
3304.0,54,10,342.0,45,2503,226.0,218,125,1434,Krummholz,3,38
2757.0,39,21,283.0,92,1814,215.0,188,99,1034,Lodgepole Pine,3,10
2518.0,0,14,120.0,9,309,199.0,213,151,1425,Douglas-fir,3,10
2464.0,90,1,0.0,0,30,221.0,236,151,1266,Douglas-fir,3,10
3383.0,15,5,190.0,14,3388,216.0,230,152,2242,Krummholz,1,35
3389.5,74,22,598.0,117,2121,240.0,193,73,1543,Spruce/Fir,1,40
2750.0,20,15,180.0,15,1633,208.0,206,132,1218,Aspen,3,10
2787.0,17,17,295.0,74,1775,204.0,203,132,1048,Aspen,3,11
2650.0,127,5,446.0,102,616,228.0,237,143,1364,Ponderosa Pine,3,2
3077.0,2,27,300.0,90,2689,169.5,186,129,2522,Lodgepole Pine,3,32
3021.0,357,27,300.0,16,2249,169.5,186,134,3007,Lodgepole Pine,3,31
2768.0,336,19,212.0,35,1682,174.0,210,174,1158,Aspen,3,10
2726.0,216,24,330.0,117,1793,189.0,254,191,1429,Lodgepole Pine,3,4
2623.0,165,27,120.0,0,1381,231.0,234,113,924,Ponderosa Pine,3,4
2600.0,184,25,0.0,0,1284,217.0,247,148,904,Aspen,3,4
2655.0,175,8,443.0,117,679,225.0,245,153,1338,Ponderosa Pine,3,2
2483.0,86,10,90.0,-2,175,235.0,223,119,1254,Ponderosa Pine,3,10
3389.5,48,18,30.0,-1,3256,224.0,197,101,2460,Krummholz,1,35
3389.5,36,24,90.0,-2,3273,211.0,186,95,2401,Krummholz,1,37
2786.0,42,7,30.0,-4,1593,222.0,224,137,1698,Aspen,3,17
2786.0,6,5,42.0,0,1591,214.0,230,154,1673,Aspen,3,17
2779.0,308,14,256.0,44,1733,180.0,230,190,1099,Aspen,3,10
2590.0,162,27,60.0,-20,1350,233.0,232,107,942,Ponderosa Pine,3,4
3389.5,100,27,42.0,19,3194,251.0,186,64,2571,Krummholz,1,37
3258.0,90,10,150.0,19,2667,236.0,224,118,1605,Krummholz,3,38
2802.0,39,16,376.0,86,1853,219.0,203,115,966,Aspen,3,11
2605.0,127,17,190.0,42,1489,246.0,226,102,1006,Ponderosa Pine,3,4
2478.0,6,9,120.0,16,153,210.0,223,151,1158,Douglas-fir,3,10
3138.0,65,27,124.0,-14,912,233.0,186,64,1273,Spruce/Fir,1,29
3357.0,77,16,335.0,37,2563,239.0,209,96,1537,Krummholz,3,38
2776.0,0,14,295.0,35,1746,198.0,212,151,1126,Aspen,3,10
2800.0,329,21,313.0,65,1788,169.5,210,182,1050,Aspen,3,10
2804.0,340,19,323.0,71,1800,177.0,210,169,1032,Aspen,3,10
3389.5,331,2,30.0,3,3178,213.0,236,160,2412,Krummholz,1,35
3389.5,113,22,762.5,117,2383,251.0,211,77,1261,Spruce/Fir,1,40
3308.0,99,17,212.0,23,2672,246.0,215,92,1601,Krummholz,3,38
2832.0,93,4,30.0,-2,1718,226.0,233,142,1892,Aspen,3,17
2599.0,70,11,295.0,71,601,232.0,218,117,1506,Douglas-fir,3,2
3277.0,92,14,124.0,8,2729,241.0,217,103,1661,Krummholz,3,38
2657.0,166,26,162.0,73,1836,231.0,238,121,1282,Ponderosa Pine,3,4
2574.0,157,19,210.0,36,1101,238.0,239,123,1148,Ponderosa Pine,3,4
2597.0,213,25,182.0,69,1006,189.0,254,189,1250,Ponderosa Pine,3,4
2607.0,228,21,258.0,77,853,185.0,254,200,1425,Ponderosa Pine,3,4
2827.0,319,20,424.0,84,1889,169.5,218,191,977,Aspen,3,10
2835.0,24,11,457.0,99,1934,214.0,215,136,900,Aspen,3,11
2970.0,103,18,192.0,42,480,247.0,214,89,785,Spruce/Fir,1,29
3370.0,276,5,150.0,10,1567,207.0,241,173,914,Krummholz,3,38
3373.0,268,7,162.0,9,1597,202.0,243,179,895,Krummholz,3,38
2584.0,179,13,175.0,46,1215,225.0,248,152,1172,Ponderosa Pine,3,4
2546.0,54,15,376.0,60,511,227.0,206,108,1158,Douglas-fir,3,2
3185.0,65,9,726.0,104,1237,229.0,222,126,2393,Spruce/Fir,3,32
2607.0,222,12,382.0,93,787,205.0,251,181,1573,Ponderosa Pine,3,4
2918.0,2,6,661.0,117,702,211.0,228,154,511,Lodgepole Pine,3,32
3366.0,325,4,150.0,12,1485,210.0,235,163,934,Krummholz,3,38
3389.5,294,8,319.0,28,1782,197.0,238,181,741,Krummholz,3,38
3304.0,57,13,30.0,7,2867,228.0,213,116,1797,Krummholz,3,38
2585.0,171,25,30.0,10,1848,228.0,242,131,1328,Ponderosa Pine,3,4
2579.0,167,26,0.0,0,1800,231.0,239,122,1304,Ponderosa Pine,3,4
2602.0,223,23,234.0,90,900,184.0,254,199,1575,Ponderosa Pine,3,4
3389.5,324,14,525.0,52,2024,183.0,224,180,618,Krummholz,3,38
2822.0,120,9,330.0,56,2093,236.0,233,128,732,Lodgepole Pine,3,10
3272.0,65,12,127.0,-2,2980,231.0,216,116,1917,Krummholz,3,38
3209.0,89,14,268.0,44,3060,240.0,217,104,2054,Spruce/Fir,3,31
2679.0,96,12,30.0,6,2285,239.0,223,113,674,Aspen,3,4
2598.0,36,10,30.0,1,2173,219.0,218,133,1301,Spruce/Fir,3,10
2560.0,240,13,30.0,11,1381,196.0,250,191,1269,Ponderosa Pine,3,17
3389.5,92,22,762.5,117,2506,248.0,201,71,1113,Spruce/Fir,1,40
3389.5,321,6,350.0,35,1736,204.0,234,169,703,Krummholz,3,38
3389.5,78,7,481.0,74,2685,229.0,228,132,1364,Krummholz,3,38
2845.0,349,10,582.0,82,2032,202.0,224,160,924,Aspen,3,11
3035.0,119,24,42.0,-2,648,252.0,212,73,793,Spruce/Fir,1,29
2713.0,76,6,0.0,0,2370,228.0,229,136,524,Aspen,3,31
2707.0,102,8,0.0,0,2363,234.0,230,128,541,Aspen,3,31
2551.0,198,7,0.0,0,1431,218.0,246,163,1328,Douglas-fir,3,17
3375.0,60,13,124.0,26,2873,230.0,212,113,1579,Krummholz,3,38
2870.0,342,12,582.0,104,2116,195.0,222,166,816,Aspen,3,11
2696.0,45,10,60.0,-6,2382,223.0,218,129,551,Aspen,3,31
2538.0,0,14,42.0,4,1300,199.0,213,151,1443,Ponderosa Pine,3,10
3389.5,91,18,762.5,117,2476,245.0,208,85,1154,Spruce/Fir,1,40
3291.0,80,24,300.0,12,1663,244.0,189,64,1742,Spruce/Fir,1,39
3389.5,61,12,247.0,49,2852,230.0,215,117,1468,Krummholz,3,38
2847.0,25,21,362.0,81,2230,205.0,189,114,616,Lodgepole Pine,3,10
2553.0,124,14,319.0,57,895,242.0,229,114,1207,Ponderosa Pine,3,2
2551.0,172,11,319.0,97,708,228.0,245,148,997,Ponderosa Pine,3,4
3389.5,319,14,484.0,54,1819,182.0,226,183,573,Krummholz,3,38
3361.0,56,20,90.0,12,2992,229.0,193,89,1664,Krummholz,3,38
3306.0,64,12,162.0,-13,3085,231.0,215,114,1868,Krummholz,3,38
3282.0,88,14,234.0,-22,3115,240.0,216,103,1973,Krummholz,3,38
2868.0,12,10,696.0,94,2139,210.0,220,146,886,Aspen,3,11
2610.0,42,20,212.0,67,1663,219.0,191,99,1415,Lodgepole Pine,3,10
2549.0,23,23,120.0,29,1260,201.0,186,112,1570,Ponderosa Pine,3,10
2520.0,33,16,30.0,4,1173,215.0,205,121,1641,Ponderosa Pine,3,10
2538.0,206,23,108.0,34,1064,199.0,254,180,1584,Ponderosa Pine,3,4
3389.5,89,17,762.5,117,2468,244.0,210,89,1176,Spruce/Fir,1,40
3389.5,47,11,216.0,48,2931,224.0,217,126,1476,Krummholz,3,38
3350.0,45,9,124.0,1,3046,223.0,220,132,1698,Krummholz,3,38
2887.0,332,12,607.0,117,2201,191.0,224,172,767,Aspen,3,11
2888.0,0,11,579.0,117,2210,203.0,219,153,741,Aspen,3,11
2715.0,13,16,120.0,2,2478,203.0,207,138,443,Aspen,3,31
2570.0,13,24,150.0,40,1321,188.0,186,123,1572,Ponderosa Pine,3,10
2537.0,163,15,277.0,82,757,233.0,243,136,957,Ponderosa Pine,3,4
3350.0,76,8,162.0,1,3086,230.0,226,128,1708,Krummholz,3,38
2734.0,43,15,150.0,21,2520,221.0,205,115,379,Aspen,3,31
2650.0,79,16,108.0,27,2410,239.0,210,96,1110,Lodgepole Pine,3,10
2629.0,338,16,190.0,33,2250,183.0,216,170,1572,Lodgepole Pine,3,10
3389.5,126,4,762.5,117,2379,227.0,237,145,1291,Spruce/Fir,1,40
3389.5,313,21,552.0,79,1813,169.5,219,198,534,Krummholz,3,39
2882.0,325,11,741.0,116,2226,191.0,227,176,847,Aspen,3,11
2751.0,45,15,190.0,38,2550,223.0,206,114,335,Aspen,3,10
2594.0,14,19,210.0,59,1368,198.0,196,131,1627,Ponderosa Pine,3,10
3389.5,66,9,595.0,117,2101,229.0,223,127,1590,Spruce/Fir,1,40
3373.0,311,10,376.0,39,1482,193.0,233,180,836,Krummholz,3,38
3385.0,322,11,426.0,50,1566,192.0,229,177,752,Krummholz,3,38
3328.0,82,14,256.0,-20,3180,239.0,214,103,1758,Krummholz,3,39
2897.0,331,18,698.0,117,2271,176.0,215,178,780,Aspen,3,11
2901.0,335,16,671.0,117,2279,181.0,216,173,752,Aspen,3,11
2906.0,349,12,618.0,117,2296,197.0,219,160,698,Aspen,3,11
2507.0,252,6,30.0,3,1177,207.0,244,176,1538,Ponderosa Pine,3,17
2519.0,194,18,60.0,22,1136,214.0,252,165,1398,Ponderosa Pine,3,4
2522.0,130,14,242.0,36,977,242.0,231,115,1101,Ponderosa Pine,3,2
2623.0,1,13,295.0,86,1458,201.0,215,151,1699,Ponderosa Pine,3,10
2456.0,116,6,30.0,2,808,231.0,234,137,700,Ponderosa Pine,3,4
3207.0,285,5,558.0,23,888,205.0,240,174,1920,Spruce/Fir,3,31
3389.5,45,18,335.0,70,3109,222.0,198,104,1399,Krummholz,3,39
2627.0,26,8,297.0,111,1448,216.0,222,142,1749,Douglas-fir,3,2
2499.0,69,6,30.0,1,1224,226.0,228,136,1366,Douglas-fir,3,17
2500.0,42,13,60.0,3,1253,222.0,211,122,1357,Douglas-fir,3,17
2506.0,188,15,85.0,20,1146,220.0,250,159,1159,Ponderosa Pine,3,4
3389.5,326,17,516.0,76,1570,177.0,219,181,765,Krummholz,3,39
3389.5,38,11,402.0,88,3153,220.0,216,129,1343,Krummholz,3,37
2654.0,57,11,0.0,0,2608,228.0,217,121,1061,Lodgepole Pine,3,20
2667.0,112,7,42.0,-2,1950,232.0,233,133,1697,Ponderosa Pine,3,32
2625.0,81,10,300.0,106,1466,233.0,223,121,1828,Douglas-fir,3,2
2583.0,51,12,192.0,76,1383,226.0,213,119,1666,Douglas-fir,3,10
3383.0,315,18,458.0,74,1451,169.5,222,192,908,Krummholz,3,39
3244.0,30,15,150.0,39,3511,214.0,206,124,2250,Spruce/Fir,3,31
2687.0,135,5,120.0,9,2105,229.0,238,143,1768,Ponderosa Pine,3,32
3209.0,72,26,323.0,40,1295,239.0,186,64,1290,Krummholz,1,30
3281.0,39,15,300.0,116,3510,219.0,207,119,2098,Krummholz,3,39
3262.0,41,18,210.0,68,3540,219.0,197,106,2184,Spruce/Fir,3,31
3198.0,90,24,285.0,29,1273,248.0,195,64,1261,Krummholz,1,30
2708.0,33,5,451.0,30,2376,219.0,229,147,1621,Douglas-fir,3,32
2704.0,63,3,391.0,26,2333,222.0,233,146,1681,Douglas-fir,3,32
2586.0,47,20,216.0,76,1443,222.0,193,97,1589,Douglas-fir,3,2
2488.0,58,14,30.0,3,1296,230.0,209,109,1208,Douglas-fir,3,4
3249.0,84,16,319.0,80,1397,241.0,212,97,1383,Krummholz,1,30
2843.0,49,22,306.0,117,1226,223.0,188,89,769,Aspen,3,13
3263.0,342,13,108.0,31,3600,193.0,220,166,2460,Spruce/Fir,3,31
2621.0,110,13,362.0,76,1571,242.0,226,111,1820,Ponderosa Pine,3,2
2508.0,305,27,108.0,53,743,169.5,204,216,551,Douglas-fir,3,10
3389.5,110,11,762.5,117,2106,239.0,228,118,1642,Krummholz,1,35
3286.0,95,13,408.0,117,1550,240.0,221,110,1535,Krummholz,1,39
2870.0,352,16,408.0,117,1127,189.0,210,157,671,Aspen,3,32
2850.0,63,26,295.0,117,1237,232.0,186,64,780,Aspen,3,13
2784.0,264,27,313.0,117,1907,169.5,235,216,1383,Lodgepole Pine,3,13
3389.5,275,15,577.0,110,1539,179.0,243,202,870,Krummholz,3,39
2602.0,59,12,268.0,92,1499,229.0,214,116,1578,Ponderosa Pine,3,2
2471.0,174,5,30.0,-3,1047,223.0,242,155,902,Ponderosa Pine,3,4
2467.0,324,6,0.0,0,841,204.0,233,168,674,Douglas-fir,3,17
2856.0,75,27,285.0,117,1249,240.0,186,64,792,Aspen,3,13
3387.0,297,9,569.0,99,1482,195.0,237,182,960,Krummholz,3,39
3389.5,39,18,540.0,68,3400,218.0,198,110,1461,Krummholz,3,39
2701.0,22,11,242.0,23,2278,213.0,217,139,1860,Douglas-fir,3,32
2673.0,171,7,120.0,26,1907,226.0,244,151,1866,Douglas-fir,3,4
2651.0,60,17,228.0,12,1837,231.0,202,99,1889,Douglas-fir,3,11
3389.5,108,9,703.0,117,2089,237.0,229,123,1651,Krummholz,1,35
2813.0,96,27,190.0,117,1343,251.0,186,64,886,Aspen,3,13
3389.5,311,10,553.0,51,1500,193.0,233,180,962,Krummholz,3,39
2695.0,29,10,162.0,16,2208,217.0,219,137,1930,Douglas-fir,3,32
2680.0,31,11,120.0,9,2105,217.0,215,132,1902,Aspen,3,10
2610.0,121,7,297.0,-11,1772,232.0,234,135,1950,Douglas-fir,3,11
2615.0,105,9,283.0,70,1650,236.0,229,123,1809,Ponderosa Pine,3,2
2596.0,202,12,242.0,51,1599,214.0,251,169,1690,Ponderosa Pine,3,2
2602.0,166,8,240.0,80,1566,227.0,243,149,1600,Ponderosa Pine,3,4
3389.5,117,6,762.5,117,2389,231.0,234,136,1397,Krummholz,1,35
3367.0,111,20,532.0,117,1805,250.0,214,84,1772,Krummholz,1,39
2671.0,278,5,108.0,28,1939,206.0,241,173,1931,Douglas-fir,3,4
2473.0,47,9,42.0,3,1008,223.0,220,131,883,Douglas-fir,3,17
2891.0,319,16,420.0,117,1142,176.0,224,187,708,Aspen,3,32
2736.0,22,9,503.0,108,2567,214.0,220,141,1535,Aspen,3,32
2612.0,90,15,234.0,-9,1839,242.0,214,98,2001,Douglas-fir,3,11
2557.0,313,24,192.0,91,649,169.5,214,201,495,Douglas-fir,3,10
3389.5,149,10,762.5,117,2343,234.0,240,137,1471,Krummholz,1,35
3389.5,78,15,726.0,117,2226,238.0,211,100,1521,Krummholz,1,39
3389.5,135,6,595.0,117,2052,229.0,237,142,1597,Krummholz,1,35
3224.0,79,25,175.0,58,1426,243.0,186,64,1377,Krummholz,1,30
3089.0,178,9,458.0,63,2249,224.0,246,154,1579,Lodgepole Pine,3,32
3389.5,306,10,466.0,64,1556,192.0,235,183,972,Krummholz,3,38
3389.5,292,14,454.0,76,1602,181.0,237,196,912,Krummholz,3,38
3389.5,69,7,684.0,117,3435,228.0,226,131,1224,Krummholz,3,37
2745.0,357,5,430.0,98,2652,212.0,231,156,1448,Aspen,3,32
2696.0,24,11,210.0,25,2182,214.0,216,137,1991,Douglas-fir,3,32
2646.0,86,27,170.0,24,1897,247.0,186,64,2018,Douglas-fir,3,4
2886.0,90,27,330.0,117,1249,249.0,186,64,816,Aspen,3,13
3153.0,212,4,90.0,18,916,216.0,244,165,1633,Spruce/Fir,3,23
3389.5,68,7,713.0,117,3463,227.0,226,133,1216,Krummholz,3,37
2744.0,324,4,362.0,87,2737,209.0,235,164,1362,Aspen,3,32
2748.0,13,9,497.0,110,2631,211.0,221,146,1511,Lodgepole Pine,3,32
2695.0,37,10,162.0,41,2162,220.0,219,133,2014,Douglas-fir,3,10
2536.0,318,7,108.0,31,1179,202.0,234,172,1082,Ponderosa Pine,3,10
3389.5,85,10,722.0,117,3520,235.0,222,118,1324,Krummholz,3,37
